alias	canonical_path	source_repository	disposition	relationship	notes
archive-by-series/50-J2-55/J2-55-R8-q1-boundary.py	research/archive/strict-layer-proof-research/archive-by-series/50-J2-55/J2-55-R8-q1-boundary.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/50-J2-55/J2-55-R9-Normalized-Tail-Carry-Coupling-Report.md	research/a1/j2/records/normalized-tail-carry-coupling.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/50-J2-55/J2-55-R9-NormalizedCoupling-search.py	research/archive/strict-layer-proof-research/archive-by-series/50-J2-55/J2-55-R9-NormalizedCoupling-search.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/50-J2-55/J2-55-R9-NormalizedCoupling-symbolic.py	research/archive/strict-layer-proof-research/archive-by-series/50-J2-55/J2-55-R9-NormalizedCoupling-symbolic.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/50-J2-55/J2-55-R9-ReverseResidue-audit.py	research/archive/strict-layer-proof-research/archive-by-series/50-J2-55/J2-55-R9-ReverseResidue-audit.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/50-J2-55/J2-55-R9-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/50-J2-55/J2-55-R9-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/50-J2-55/J2-55-R9-lowk-normalized.py	research/archive/strict-layer-proof-research/archive-by-series/50-J2-55/J2-55-R9-lowk-normalized.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/50-J2-55/J2-55-R9-q1-reverse.py	research/archive/strict-layer-proof-research/archive-by-series/50-J2-55/J2-55-R9-q1-reverse.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R1-DependencyDAG.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R1-DependencyDAG.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R1-JParametric-Unimodular-Skeleton-Report.md	research/a1/j2/records/jparametric-unimodular-skeleton.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R1-UnimodularSkeleton-symbolic.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R1-UnimodularSkeleton-symbolic.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R1-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R1-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R1-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R1-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R10-Gaussian-Hermitian-Det2-Report.md	research/a1/j2/records/gaussian-hermitian-det2.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R10-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R10-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R10-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R10-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R10-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R10-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R11-Gaussian-Modular-Reduction-Report.md	research/a1/j2/records/gaussian-modular-reduction.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R11-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R11-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R11-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R11-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R11-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R11-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R12-BrauerWitness.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R12-BrauerWitness.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R12-Independent-Gate-Reintegration-Report.md	research/a1/j2/records/independent-gate-reintegration.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R12-IntegralizationTorsor.md	research/a1/j2/records/integralizationtorsor.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R12-MinimalIncidencePresentation.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R12-MinimalIncidencePresentation.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R12-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R12-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R12-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R12-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R12-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R12-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R13-IntegralTernaryForm.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R13-IntegralTernaryForm.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R13-Radial-Lattice-Ray-Report.md	research/a1/j2/records/radial-lattice-ray.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R13-SourceLatticeBasis.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R13-SourceLatticeBasis.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R13-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R13-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R13-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R13-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R13-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R13-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-Adelic-Primitive-Shell-Report.md	research/a1/j2/records/adelic-primitive-shell.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-BoundaryTransference.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-BoundaryTransference.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-ModUAutomaticity.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-ModUAutomaticity.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-PowerTenShell.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-PowerTenShell.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-PrimitiveApproximation.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-PrimitiveApproximation.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-PrimitiveHeight.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-PrimitiveHeight.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-ProjectiveBoundary.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-ProjectiveBoundary.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-RadialWindow.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-RadialWindow.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-Regression.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-Regression.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-WholeModulusCovering.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-WholeModulusCovering.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R14-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R14-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R15-Boundary-Defect-Geometry-Report.md	research/a1/j2/records/boundary-defect-geometry.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R15-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R15-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R15-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R15-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R15-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R15-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R16-Integral-Boundary-Norm-Orbit-Report.md	research/a1/j2/records/integral-boundary-norm-orbit.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R16-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R16-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R16-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R16-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R16-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R16-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R17-Cyclotomic-Composition-Report.md	research/a1/j2/records/cyclotomic-composition.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R17-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R17-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R17-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R17-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R17-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R17-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R18-Integral-Descent-Commutation-Report.md	research/a1/j2/records/integral-descent-commutation.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R18-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R18-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R18-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R18-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R18-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R18-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R19-Finite-Module-Spin-Report.md	research/a1/j2/records/finite-module-spin.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R19-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R19-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R19-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R19-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R19-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R19-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R2-Bivariate-Master-Root-Newton-Report.md	research/a1/j2/records/bivariate-master-root-newton.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R2-ChartRecovery.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R2-ChartRecovery.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R2-MasterRoot-symbolic.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R2-MasterRoot-symbolic.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R2-NewtonPolytope.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R2-NewtonPolytope.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R2-Saturation.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R2-Saturation.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R2-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R2-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R2-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R2-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R20-Semantic-Conductor-Ruling-Report.md	research/a1/j2/records/semantic-conductor-ruling.md	dongxuelian2/strict-layer-proof-research	canonical	exact-duplicate	Exact byte duplicate of the canonical target; this source path is retained as provenance and no second canonical copy is created. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R20-artifacts.zip	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R20-artifacts.zip	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R20-certificate.txt	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R20-certificate.txt	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R20-execution.log	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R20-execution.log	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R3-2AdicTropical.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R3-2AdicTropical.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R3-5AdicTropical.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R3-5AdicTropical.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R3-ArchimedeanDominance.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R3-ArchimedeanDominance.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
archive-by-series/60-J2-65/J2-65-R3-AugmentedNewton.py	research/archive/strict-layer-proof-research/archive-by-series/60-J2-65/J2-65-R3-AugmentedNewton.py	dongxuelian2/strict-layer-proof-research	archived	source-only	Source-only bytes preserved once at the canonical target under the frozen archive boundary; original source path remains an alias. Kind is a navigation label based on file type, path, and title; it does not upgrade evidence.
