target_relative_path	source_repository	source_repository_url	source_branch	source_HEAD	source_relative_path	git_tracked	source_blob_oid_if_available	raw_sha256	canonical_text_sha256	asset_class	research_layer	research_series	migration_disposition	provenance_note
research/strict/A1-forward/archive/30-A1-pre-J2/strict_layer_A1_SRUS_state_after_resonance_transition_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/30-A1-pre-J2/strict_layer_A1_SRUS_state_after_resonance_transition_campaign.md	TRUE	9c2fc905905ce46a7396b2d1177b160472047622	92cb2375b579a3230a6032f18836bc8bcd66e3d1a31319ea0a65284aa5490827	47f64f92ec254d305d4f8ce796f0934db36f91c37dbeccb3e16a30f16a074b19	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/A1-forward/strict_layer_A1_double_euclidean_smith_gcd_terminal_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_double_euclidean_smith_gcd_terminal_campaign.md	TRUE	f9ec8c87a3f1054a1a5ac95d6f5073e195012d42	b193cdd29cd14f70290a08dfe1ae0e3c93ef91c8a41e20d83c7f25422acbabe3	f90ab827fe157876aea20c335a576254cf0c3eb663051c11c1a671c12eeed370	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_double_euclidean_smith_gcd_terminal_campaign.md.
research/strict/A1-forward/strict_layer_A1_double_euclidean_word_smith_terminal_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_double_euclidean_word_smith_terminal_campaign.md	TRUE	fe41c1dc0fd9868e31a0752c238d12594164fdee	501362cf314848b73d3446bd7ce5af77238c56e7d6ed7f60101ef80f90ed3169	2e72adca88e837afd1f1503daa3135a1ca7393f6717167648d1e034d5cb08d3c	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_double_euclidean_word_smith_terminal_campaign.md.
research/strict/A1-forward/strict_layer_A1_exact_mantissa_defect_quotient_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_exact_mantissa_defect_quotient_campaign.md	TRUE	dbe489163c77e95a5b7444e628d04a2e050015b2	532234eff08a1792355917caa291ea97f272c81d14a8395010e62025ed6db27b	f5881416c13195ca1e72862b126c7f87fb92dd2e970fa9803c8548e2c05102dd	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_exact_mantissa_defect_quotient_campaign.md.
research/strict/A1-forward/strict_layer_A1_flat_locus_structural_elimination_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_flat_locus_structural_elimination_campaign.md	TRUE	9ce4e5e31301093d75f6bcbad76e02eb403691c8	2f70de6f2d79ff5b9e5c2a23575d87d2667b3e1eb76ab784c62241303b896cc9	870de827e5bdcdf438d82d81da5ab25d42ce271d62c665c59a16a82f28694ca8	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_flat_locus_structural_elimination_campaign.md.
research/strict/A1-forward/strict_layer_A1_generic_primitive_defect_synchronization_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_generic_primitive_defect_synchronization_campaign.md	TRUE	d489ee20246860006627d3b09b6445283029d9b9	7f149c8d3213473162132ec3a10197f881d880e002f2bffc6196e46ecd8394fd	41d961fa7a243d91b6346c4f8b406922278fddb3d89ebdc36393054ebf9f9f5d	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_generic_primitive_defect_synchronization_campaign.md.
research/strict/A1-forward/strict_layer_A1_iterated_smith_coprime_radial_exclusion_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_iterated_smith_coprime_radial_exclusion_campaign.md	TRUE	b2e307dc73aaafde95fd4b709482b7ba10a3362b	c459c3ca65624c112a96895c34d8fa01e500606c6fe441fc2b30baf3f146698e	7f8ba8746b3a0f3812401ca7dacb79a91a7ae96708d285a2696822258f893ffd	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_iterated_smith_coprime_radial_exclusion_campaign.md.
research/strict/A1-forward/strict_layer_A1_moving_core_decimal_translation_global_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_moving_core_decimal_translation_global_campaign.md	TRUE	ae8b647c3e81062780c5dfb9e8d0ae525f2f7b8a	e5d27c7278115854222c6d61341c70dfb63143c5e0d9d4c161f808a13deceba5	71f00a8d8427a0ac753c07f725600e74068c23fe409ba09ad1fa2f851464c37f	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_moving_core_decimal_translation_global_campaign.md.
research/strict/A1-forward/strict_layer_A1_moving_profile_coprime_integer_scale_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_moving_profile_coprime_integer_scale_campaign.md	TRUE	653e274b4ab2911aaa832b92363fd3950c88ca5c	08793d3ee0760fb11e8b9192cd1e0190792098b10849dfcfb0f0ab94eadc9398	07975f7f3d51f5ccfea92b362ef613b9817ad0e6643699a68acc23099a40696d	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_moving_profile_coprime_integer_scale_campaign.md.
research/strict/A1-forward/strict_layer_A1_primitive_conic_common_U_digit_window_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_primitive_conic_common_U_digit_window_campaign.md	TRUE	af08b29e38e6f951c4df6e18397d6ae15d776f90	7fecbe35d539abf605ea27acc6fd2800cadb46ac46b81b8433d54f8a6fad2ef5	2d48c2158ab4121b04b0b89bcf481e4f31a70da1759c264fdf78c6e043bc5451	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_primitive_conic_common_U_digit_window_campaign.md.
research/strict/A1-forward/strict_layer_A1_smith_reduced_common_U_exclusion_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_smith_reduced_common_U_exclusion_campaign.md	TRUE	dffa29714dc29dc184eaae74169eb70fe32de945	c644e33a782887f76629cf05ab42232f30922faae6ef0cfe1a94d2c39b215601	55cbbcc921123c8dd7096c95dd9d7946930f7b96a27bf33c2fe5c74b09c12e00	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_smith_reduced_common_U_exclusion_campaign.md.
research/strict/A1-forward/strict_layer_A1_unified_moving_profile_terminal_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	30-A1-forward/strict_layer_A1_unified_moving_profile_terminal_campaign.md	TRUE	591f28c0dd48209f1b138410238a4bd5d5e5a365	2e8a23f96548782eaaff4dda5f1edcd253423f7e67cbd2250c0b725456fe6965	e9c4542e7ccf3bf168f3a7f2b1d53c93c1530ac98e55a5c5f137afafa2d78b47	MATHEMATICAL_PROOF	strict	A1-forward	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/30-A1-pre-J2/strict_layer_A1_unified_moving_profile_terminal_campaign.md.
research/strict/backward-global/strict_layer_backward_algebraic_denominator_interface.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	10-backward-global/strict_layer_backward_algebraic_denominator_interface.md	TRUE	d27f01175cb6d2433f08881ed04aee5bce0a09d4	f76a3d8ff8115c30546b78b05f123060ef9bcf89be0540f078f635cfdee6d1fd	c913dc1dbf8dae32c17b2a176a76f9dca1869bd41bd6cba9c60917cd5322650b	MATHEMATICAL_PROOF	strict	backward-global	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/10-strict-layer-core/strict_layer_backward_algebraic_denominator_interface.md.
research/strict/backward-global/strict_layer_backward_canonical_dependency_skeleton.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	10-backward-global/strict_layer_backward_canonical_dependency_skeleton.md	TRUE	a1c28cc32b6ba09cb69b6248b40f67c11b53592a	112f625fc895b57b7a0d8bc04125feee78f9c341d7ad5acffe36f596bd8a6413	db57e6f9aafefcca8ae3ca9c7cb43517cc601e5d23a4648edf4d8bf7f2345769	MATHEMATICAL_PROOF	strict	backward-global	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/10-strict-layer-core/strict_layer_backward_canonical_dependency_skeleton.md.
research/strict/backward-global/strict_layer_backward_canonical_synchronization_quotient.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	10-backward-global/strict_layer_backward_canonical_synchronization_quotient.md	TRUE	242d688909107b54cecd4e773d88a0a52cb8c776	6ea8621a9413311f4d4b00beb945519120271a202d8b33a9c903dd7560f17727	69f5c887331636d0883f1e5b33e4e9082521089c9fd5711a045f5d745f3396ed	MATHEMATICAL_PROOF	strict	backward-global	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/10-strict-layer-core/strict_layer_backward_canonical_synchronization_quotient.md.
research/strict/backward-global/strict_layer_backward_denominator_decimal_interface.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	10-backward-global/strict_layer_backward_denominator_decimal_interface.md	TRUE	eadc14058586c28968d1e128c7fb1d5cf40b25e4	fa37a278e33f285aa740db5c089fd211312df6fcca40baf74be0464280cded22	0158316ac9dde17937aa475b7a6eab28e931eb3d6ac3008238b59f1d2ffae199	MATHEMATICAL_PROOF	strict	backward-global	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer.
research/strict/backward-global/strict_layer_backward_global_obstruction_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	10-backward-global/strict_layer_backward_global_obstruction_campaign.md	TRUE	2aee3046ee9dc1e9ee4ec96eee76b26507668b84	7ddd6c94eadd3cd0631af21886fe82e59d311a5d7b4f9ce361a717115a38fc8d	004ee89165d035d8c7ecbb0207224dca3fa7e6b32471e6dc0399007fe94590ee	MATHEMATICAL_PROOF	strict	backward-global	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/10-strict-layer-core/strict_layer_backward_global_obstruction_campaign.md.
research/strict/backward-global/strict_layer_backward_global_witness_gluing_campaign.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	10-backward-global/strict_layer_backward_global_witness_gluing_campaign.md	TRUE	cf740fb2989cfad96f09f05a599df9b275d90377	e9358bdb17584574ddb859f5a6e21773726ebaeb6f2e48c8b236ab0be02d3d9d	ba5932a58278688a455a090bec1c02db9c8d9bbc92589b8760b97df628b7dbdd	MATHEMATICAL_PROOF	strict	backward-global	COPIED_TRACKED	Tracked strict-layer mathematical document retained under the normalized target layer. Exact canonical-text duplicates omitted: strict:archive-by-series/10-strict-layer-core/strict_layer_backward_global_witness_gluing_campaign.md.
research/strict/campaigns/105/105_R1_Common_Obstruction_Reconstruction.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R1_Common_Obstruction_Reconstruction.md	TRUE	51870550511c23937a069ea407eae7bbccffd71e	f4b1071184bdd783cfe8f5014b215992342fb81d413214a6406e1ac96b9dfc21	d06d6095644982290d74a784f367451250540b82aca8ff8063eb090414fb4852	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R10_DES_Endpoint_Coset_Lift_Index.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R10_DES_Endpoint_Coset_Lift_Index.md	TRUE	b67bd0f9af6b4fd320a38b6fb1d3e802dfcc398b	a5c544be30b946f613be4b017cd8b0c925ee44e1ac4069b33b8bacf70354e77e	c37c52064f2749d5365820601149010f142b8e41edc9646a027bd83a464c3947	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R11_Exact_DES_Quotient_Threshold_Membership.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R11_Exact_DES_Quotient_Threshold_Membership.md	TRUE	36eaf5515430fbe1f3ceef5d55004c613f969b55	e9d9fba0d5ed0cac7b6c2f3a3cc4bcc47fcc2395198b35e7e5b3d664ecafae1b	05028fc069a574a80913f6f106dbc24653fb2ea7c50c2cf4a67e572a037ff725	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R12_Normalized_Local_DES_Numerator_Residue.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R12_Normalized_Local_DES_Numerator_Residue.md	TRUE	e14f7bbe6b42c059ea6ff0ea8bd33c5e7c3482a9	b5cbc5be63f23fb514b446a706492754675142ba77157a11aa2d773c49d9ed02	9e269c37bbbe23906b21310346ac11824a586702972c0cab91503ad5546f3521	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R13_Post_PSDG_Source_Carrier_Image.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R13_Post_PSDG_Source_Carrier_Image.md	TRUE	fc780f04975cf5476ea51fc4c697a664ec78a66c	be9e1d1ec17ac375c4fb52e580d6b6cc27d06b0d352b42ce8a8ab75837c146dc	a11fe86436da6b59abd777844619d0a54a006b5c2dcea8beba09e359decf491c	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R14_Positive_Radial_Core_Lift_Fibre.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R14_Positive_Radial_Core_Lift_Fibre.md	TRUE	3aaf40feb5900b27013ec8b423de7b4a8f8c5d62	2315d86f242de0609a0ee7649493f768185d7b31d5ba1ff20ff21ca19f55d57a	f19ea4cc1e428dd42eca7f7ea584bd4b28adfc146c1b280e12a1eacfa8d3db1b	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R15_Master_G1_Z_Shell_Phase_Offensive.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R15_Master_G1_Z_Shell_Phase_Offensive.md	TRUE	73998f03a68b6541da61a2febaec7669829daa82	c88c339fac64eaf1ad05d8a674db06ea316c20419fc7fb1c249ddde41ce7b77a	42ae75f11238a36ac04f8ca00b0c829189b608754406f828b6eb4730bea1b533	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R16_Master_Complement_Divisor_Omega_Corridor.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R16_Master_Complement_Divisor_Omega_Corridor.md	TRUE	aa7cdbcd28f2efce0444cb78f4a2dbae630976f0	156a7c5fdd0db10fc38f0aaf78586ba30875023999c76a6902eb86009603cd7c	73279520973464e0399db36c8ac9b401efad75f4e29935d484364434d85544f5	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R17_Post_D_Source_Excess.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R17_Post_D_Source_Excess.md	TRUE	601f81a238874288b00aa69cba9190003952239a	cd723d953ebb6d0da979a26fe93e1dd18bd3bbb4a7b5997c37def124b9b8d7fb	f8792821f280f0980814155c2bd3d24eba4eaa177dfa56cc06f9c5105549e5ab	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R18_Post_Corridor_Z_Shell_Compatibility.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R18_Post_Corridor_Z_Shell_Compatibility.md	TRUE	579d3763d37405f734e2de9ba3805b6ce27dfbd5	40d7c923ae572643b867c0ae9efa09dc489755553bb652a62cea86a2a713af39	2cc4c42d8d8c93cd5d51b57873297b2a5ee276d97d330d48c4a6ef289fe5c82e	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R19_Absorbed_Content_Smith_Saturation.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R19_Absorbed_Content_Smith_Saturation.md	TRUE	4ff0125327b6e5616f61e20857098268dd44a6e3	5a9fba0844979b82fff9f3720e42a6f8f516f389799d29829b38756298e3efc8	51c7f2ad1aa7bfa3d1027a132bc4252b7a4cd15546ca5b5457a325bbf30076ce	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R2_Source_Section_Internalization.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R2_Source_Section_Internalization.md	TRUE	5a9447421dafdf7bf6274a097fc5772f7a3a5e1c	585fcf0d3339117f61ebbc71f24e355f7c301e54fb2e3cbd8b89277b1d551fe3	1837e84a9e6fe265a17edd0a8160010ac8413068333a046bac6078cdd31c926d	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R20_Face2_Decimal_Primary_Absorption_Budget.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R20_Face2_Decimal_Primary_Absorption_Budget.md	TRUE	f5f0caae59b66faed35dda00ada55c237b4c8cbe	1d6efbf8934015f2da7a62bcff75bf1e6ffc981022b850c5fd5095574a56b94b	572532e1bcfdcd570d540574751dd89a63787e5caa0edc2ca6226fe36281130b	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R21_Normalized_Denominator_Ratio_Corridor.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R21_Normalized_Denominator_Ratio_Corridor.md	TRUE	5bbbd61d9966883cc944586de51c25607496ce1b	66c60f54d59417a7e844e5d3713b7d98103bf1cfb367696b63d74ce9f9104c0a	d61ed47073108c5892b382a993daf9bde77f42479637fad977a444f2ce034aac	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R22_Master_Angular_Elimination.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R22_Master_Angular_Elimination.md	TRUE	53a67e0d05966b6be7fe684db3d27e026ac6ea35	bba06deed5b8aea371f622c116ca8e2a233a81d0aa160963e15cc12d5c9905cc	b2b056f25bc9157e3d3abccd36d1f4a8a3013ddc40c44412233740335fc45cf6	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R23_Completed_Positive_Angular_Load_Corridor.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R23_Completed_Positive_Angular_Load_Corridor.md	TRUE	2d607b254abe3cf0d065c3e59aae9b712b91594b	b2d31a69063d8cc4c36bd5503db6cacd373911b9a4df0da7b7253ca4e7fb71fc	75e7b55e4e0130118b773d70c3c6ae1192a088cf0b96f5340201b6709b830ccf	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R24_Post_Support_Source_Carrier_Image.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R24_Post_Support_Source_Carrier_Image.md	TRUE	94a3c2dfaf8f5c3bee02f59b96c792ce4d72348f	3bfabd767d5e18ec236018e1b255aba2ad04a63dd67feaa5c4bdee9a3c60d322	e6768ee326b9796130e4ea63933ed72238f1c327c63759b70c9662e0590deedf	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R25_Positive_Carrier_Excess_Divisor.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R25_Positive_Carrier_Excess_Divisor.md	TRUE	cea51c45e890a55658e178587e7d0df06786a77d	82a25fc89a8d02f7f4091a152b9de97b6ef30f11063d1e32eb6676bd70837151	d211f81c318124bf3102cbca790fb4af7397cc3cf56719d0fbab0b2f2e946913	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R3_Source_Completed_Valuation_Atlas.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R3_Source_Completed_Valuation_Atlas.md	TRUE	f6551de49c5056f8cc70ce047ab34ddc0dd2717e	74f62905ef91c1d9689fa3b3c9a288df66642ae8df6c54ffc052d36eb7934fda	b7069eaa9884d22f94f9a50756fdac9d0c8f5ef9620ff41515e9c6621be6c57f	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R4_Source_Completed_Fixed_Incidence_Extraction.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R4_Source_Completed_Fixed_Incidence_Extraction.md	TRUE	584343d39a1abd1e0221cee789b670c8d864db6e	bff07686a5e5ae1982fcd9eefff49da54c0e90a413d41caaea52aad72d87d29e	1a699fd5d724b06a67e80335f6bbe8e6b55e5807722aa7c67fe4f4f073755aa2	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R5_Outer_Depth_Source_Selector_Fixedness.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R5_Outer_Depth_Source_Selector_Fixedness.md	TRUE	a95dbc1181a91ecb7d316aecdb8df892dedbbfc2	75754d30fb9a98cf488624d0937d2885d211cc48678624e23ec1caed42283323	06d675f46231493be3aed371f385947eb6dc35a7cbb490dd7e500b2ccd41fab8	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R5C_Moving_Base_Full_Source_Decision.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R5C_Moving_Base_Full_Source_Decision.md	TRUE	7268be2e37e16462a89352eda0927b8e000ba7d3	b8afb365feec2bb37353d32310bc8766162f577b3a7d7b3ac01964cd05897762	3628f0404c85cabc1d1681837cbe8a5ab929a9d06bacf46ca7bcbfb3147896fc	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
research/strict/campaigns/105/105_R6_General_Moving_Profile_Sphere_Master_Lift.md	strict	https://github.com/dongxuelian2/strict-layer-proof-research.git	main	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/90-105/105_R6_General_Moving_Profile_Sphere_Master_Lift.md	TRUE	9ba31b9101befbc72f6ecc0d1c1a5539e807b7bd	48231ab221283b2de47c704fc8731a0a9b6e995c7b705d465ca0d41f0abae8f8	69bbca50c6fec4cad66394546559677bd6b95971b2a919d9be27c46cd9d62249	MATHEMATICAL_STAGE_REPORT	strict	105	COPIED_TRACKED	Tracked historical strict-layer archive document; source path retained in manifest.
